id,hospital_id,blood_group,component,consumption_date,units_consumed,was_emergency_surge,seasonal_dengue_index
11861,48,A-,WHOLE_BLOOD,2026-06-03,9,True,1.0
11862,8,A-,FRESH_FROZEN_PLASMA,2026-08-08,6,True,1.0
11863,39,B+,PACKED_RED_BLOOD_CELLS,2026-08-23,24,False,1.0
11864,34,B-,WHOLE_BLOOD,2025-09-07,4,True,1.0
11865,19,AB+,WHOLE_BLOOD,2026-09-04,8,True,1.0
11866,7,A-,PACKED_RED_BLOOD_CELLS,2026-05-14,9,False,1.0
11867,23,O-,PACKED_RED_BLOOD_CELLS,2026-04-12,12,True,1.0
11868,7,A+,FRESH_FROZEN_PLASMA,2026-02-21,10,False,1.0
11869,26,B-,FRESH_FROZEN_PLASMA,2026-08-11,8,True,1.0
11870,19,O+,WHOLE_BLOOD,2026-03-27,19,True,1.0
11871,18,AB-,PLATELET_CONCENTRATE,2025-09-17,11,True,2.9
11872,29,AB+,FRESH_FROZEN_PLASMA,2026-07-15,22,True,1.0
11873,13,B+,FRESH_FROZEN_PLASMA,2025-11-07,17,False,1.0
11874,7,O+,FRESH_FROZEN_PLASMA,2025-11-14,17,False,1.0
11875,25,A+,PLATELET_CONCENTRATE,2025-09-29,17,True,2.21
11876,42,AB+,FRESH_FROZEN_PLASMA,2025-09-09,5,True,1.0
11877,46,B-,PACKED_RED_BLOOD_CELLS,2026-05-18,16,False,1.0
11878,33,AB+,WHOLE_BLOOD,2026-04-28,23,True,1.0
11879,29,B+,WHOLE_BLOOD,2026-02-01,24,True,1.0
11880,17,A+,PLATELET_CONCENTRATE,2026-07-22,30,True,2.03
11881,15,B-,WHOLE_BLOOD,2026-06-17,25,False,1.0
11882,36,O-,FRESH_FROZEN_PLASMA,2026-05-27,5,False,1.0
11883,23,AB+,FRESH_FROZEN_PLASMA,2026-06-15,24,True,1.0
11884,3,B+,WHOLE_BLOOD,2026-02-09,25,False,1.0
11885,41,B-,FRESH_FROZEN_PLASMA,2026-06-18,9,False,1.0
11886,23,B-,PACKED_RED_BLOOD_CELLS,2025-10-01,25,True,1.0
11887,20,A-,PACKED_RED_BLOOD_CELLS,2026-03-27,25,True,1.0
11888,37,B+,WHOLE_BLOOD,2026-08-02,15,True,1.0
11889,18,O-,WHOLE_BLOOD,2026-06-29,33,True,1.0
11890,47,A-,PLATELET_CONCENTRATE,2025-11-28,20,True,1.0
11891,38,B-,PACKED_RED_BLOOD_CELLS,2026-06-21,13,True,1.0
11892,23,B-,PACKED_RED_BLOOD_CELLS,2026-07-05,13,True,1.0
11893,25,B-,PLATELET_CONCENTRATE,2025-09-13,44,True,2.76
11894,23,A-,FRESH_FROZEN_PLASMA,2026-02-11,20,True,1.0
11895,29,A-,WHOLE_BLOOD,2026-07-10,24,True,1.0
11896,18,A-,PACKED_RED_BLOOD_CELLS,2026-08-29,17,True,1.0
11897,29,AB+,WHOLE_BLOOD,2025-12-04,7,True,1.0
11898,2,A+,PLATELET_CONCENTRATE,2026-04-14,25,True,1.0
11899,41,AB+,FRESH_FROZEN_PLASMA,2026-05-28,19,False,1.0
11900,34,A-,FRESH_FROZEN_PLASMA,2026-03-14,19,True,1.0
11901,40,AB-,WHOLE_BLOOD,2026-04-27,21,False,1.0
11902,13,A-,PACKED_RED_BLOOD_CELLS,2026-03-20,4,False,1.0
11903,50,AB+,PACKED_RED_BLOOD_CELLS,2026-05-21,18,False,1.0
11904,24,AB-,PLATELET_CONCENTRATE,2026-05-04,23,True,1.0
11905,9,AB-,PACKED_RED_BLOOD_CELLS,2026-05-23,23,False,1.0
11906,25,O-,PACKED_RED_BLOOD_CELLS,2025-10-01,18,True,1.0
11907,29,B+,PACKED_RED_BLOOD_CELLS,2025-10-27,13,True,1.0
11908,17,B-,FRESH_FROZEN_PLASMA,2026-04-24,23,False,1.0
11909,20,O+,PLATELET_CONCENTRATE,2025-10-29,97,True,3.06
11910,1,B-,FRESH_FROZEN_PLASMA,2025-10-25,18,False,1.0
11911,17,O+,FRESH_FROZEN_PLASMA,2026-03-26,9,False,1.0
11912,28,O-,PLATELET_CONCENTRATE,2025-12-24,13,False,1.0
11913,49,AB-,PLATELET_CONCENTRATE,2026-03-12,11,True,1.0
11914,14,B+,WHOLE_BLOOD,2025-10-22,16,False,1.0
11915,31,A+,PLATELET_CONCENTRATE,2025-11-09,24,False,1.0
11916,50,A-,PLATELET_CONCENTRATE,2025-10-04,9,True,1.97
11917,24,A-,PLATELET_CONCENTRATE,2025-09-09,19,True,3.17
11918,29,B-,PLATELET_CONCENTRATE,2026-03-07,14,True,1.0
11919,7,AB+,PLATELET_CONCENTRATE,2026-01-08,24,False,1.0
11920,48,B-,WHOLE_BLOOD,2026-05-03,24,True,1.0
11921,20,O+,PACKED_RED_BLOOD_CELLS,2025-09-19,33,True,1.0
11922,8,A+,WHOLE_BLOOD,2026-06-28,23,True,1.0
11923,3,AB-,PACKED_RED_BLOOD_CELLS,2026-04-14,7,False,1.0
11924,44,B+,PLATELET_CONCENTRATE,2026-03-16,14,True,1.0
11925,45,AB+,FRESH_FROZEN_PLASMA,2026-03-12,7,True,1.0
11926,38,O-,PLATELET_CONCENTRATE,2026-02-10,30,True,1.0
11927,24,A+,PLATELET_CONCENTRATE,2026-05-24,18,True,1.0
11928,16,AB-,PLATELET_CONCENTRATE,2026-05-05,20,True,1.0
11929,45,AB-,FRESH_FROZEN_PLASMA,2026-09-06,22,True,1.0
11930,7,O-,PLATELET_CONCENTRATE,2026-07-22,12,True,2.48
11931,45,O-,PACKED_RED_BLOOD_CELLS,2026-04-08,29,True,1.0
11932,47,O+,FRESH_FROZEN_PLASMA,2025-09-28,5,True,1.0
11933,4,A-,WHOLE_BLOOD,2025-11-07,19,False,1.0
11934,21,AB+,WHOLE_BLOOD,2026-06-23,10,False,1.0
11935,37,A+,WHOLE_BLOOD,2026-03-04,35,True,1.0
11936,48,AB+,FRESH_FROZEN_PLASMA,2025-12-02,17,True,1.0
11937,4,O-,PLATELET_CONCENTRATE,2026-01-31,5,False,1.0
11938,7,A-,FRESH_FROZEN_PLASMA,2025-12-06,22,False,1.0
11939,44,AB-,WHOLE_BLOOD,2025-10-01,6,True,1.0
11940,32,B-,PACKED_RED_BLOOD_CELLS,2026-06-22,25,False,1.0
11941,11,B-,FRESH_FROZEN_PLASMA,2025-09-14,17,False,1.0
11942,10,A-,PLATELET_CONCENTRATE,2025-11-16,7,True,1.0
11943,3,AB+,PLATELET_CONCENTRATE,2025-10-17,27,True,2.33
11944,2,AB+,PLATELET_CONCENTRATE,2026-04-04,10,True,1.0
11945,2,O-,FRESH_FROZEN_PLASMA,2026-04-20,25,True,1.0
11946,42,AB+,WHOLE_BLOOD,2026-02-13,4,True,1.0
11947,26,O+,PLATELET_CONCENTRATE,2025-12-13,28,True,1.0
11948,37,AB+,PLATELET_CONCENTRATE,2026-03-20,24,True,1.0
11949,14,O+,PLATELET_CONCENTRATE,2026-03-16,14,False,1.0
11950,38,B-,FRESH_FROZEN_PLASMA,2026-05-17,16,True,1.0
11951,34,AB+,WHOLE_BLOOD,2025-12-23,15,True,1.0
11952,18,AB-,PLATELET_CONCENTRATE,2026-01-10,20,True,1.0
11953,23,O-,PACKED_RED_BLOOD_CELLS,2026-06-06,22,True,1.0
11954,35,B-,WHOLE_BLOOD,2025-12-10,21,False,1.0
11955,10,A+,WHOLE_BLOOD,2026-08-16,8,True,1.0
11956,42,O-,PLATELET_CONCENTRATE,2026-09-07,46,True,1.87
11957,10,A+,PLATELET_CONCENTRATE,2026-03-04,26,True,1.0
11958,46,A+,FRESH_FROZEN_PLASMA,2026-08-07,16,False,1.0
11959,15,AB+,FRESH_FROZEN_PLASMA,2026-07-27,7,False,1.0
11960,14,B-,WHOLE_BLOOD,2026-02-01,7,False,1.0
11961,14,A+,WHOLE_BLOOD,2026-01-19,14,False,1.0
11962,25,AB-,FRESH_FROZEN_PLASMA,2026-08-13,22,True,1.0
11963,49,B-,FRESH_FROZEN_PLASMA,2026-02-04,6,True,1.0
11964,31,B-,PACKED_RED_BLOOD_CELLS,2026-03-07,17,False,1.0
11965,7,A-,PLATELET_CONCENTRATE,2025-11-24,11,False,1.0
11966,49,AB-,PLATELET_CONCENTRATE,2025-10-10,7,True,1.99
11967,19,O+,PACKED_RED_BLOOD_CELLS,2026-07-25,18,True,1.0
11968,9,AB+,PLATELET_CONCENTRATE,2025-11-29,12,False,1.0
11969,23,AB+,WHOLE_BLOOD,2026-05-04,23,True,1.0
11970,6,O-,FRESH_FROZEN_PLASMA,2026-06-15,12,False,1.0
11971,5,B+,WHOLE_BLOOD,2026-02-11,10,False,1.0
11972,49,B-,PLATELET_CONCENTRATE,2025-12-31,12,True,1.0
11973,38,O+,PACKED_RED_BLOOD_CELLS,2026-05-15,32,True,1.0
11974,43,AB+,PLATELET_CONCENTRATE,2026-08-06,24,True,3.11
11975,28,AB+,FRESH_FROZEN_PLASMA,2026-07-27,19,False,1.0
11976,11,O-,WHOLE_BLOOD,2025-11-06,5,False,1.0
11977,23,AB+,PACKED_RED_BLOOD_CELLS,2025-09-09,12,True,1.0
11978,24,O+,PLATELET_CONCENTRATE,2026-08-19,22,True,2.55
11979,50,O+,WHOLE_BLOOD,2026-06-29,21,False,1.0
11980,18,O+,PLATELET_CONCENTRATE,2026-04-12,22,True,1.0
11981,23,B+,PLATELET_CONCENTRATE,2026-03-10,25,True,1.0
11982,48,AB-,PACKED_RED_BLOOD_CELLS,2025-12-18,25,True,1.0
11983,8,B-,PLATELET_CONCENTRATE,2025-11-10,9,True,1.0
11984,25,A+,FRESH_FROZEN_PLASMA,2025-12-16,33,True,1.0
11985,10,AB+,FRESH_FROZEN_PLASMA,2026-06-02,10,True,1.0
11986,41,O+,PLATELET_CONCENTRATE,2025-12-22,14,False,1.0
11987,37,O-,PACKED_RED_BLOOD_CELLS,2026-07-03,26,True,1.0
11988,50,A-,WHOLE_BLOOD,2026-06-29,21,False,1.0
11989,10,AB-,PACKED_RED_BLOOD_CELLS,2026-04-29,10,True,1.0
11990,13,O-,WHOLE_BLOOD,2025-10-21,11,False,1.0
11991,33,O-,FRESH_FROZEN_PLASMA,2026-03-19,33,True,1.0
11992,23,AB+,FRESH_FROZEN_PLASMA,2026-03-11,17,True,1.0
11993,33,A-,WHOLE_BLOOD,2026-01-30,9,True,1.0
11994,2,O+,FRESH_FROZEN_PLASMA,2026-02-26,12,True,1.0
11995,11,O-,PACKED_RED_BLOOD_CELLS,2025-11-30,14,False,1.0
11996,18,B+,PLATELET_CONCENTRATE,2026-07-16,73,True,2.93
11997,31,O+,PLATELET_CONCENTRATE,2026-06-19,12,False,1.0
11998,47,O-,FRESH_FROZEN_PLASMA,2026-03-25,28,True,1.0
11999,18,A-,FRESH_FROZEN_PLASMA,2025-09-21,14,True,1.0
12000,30,B-,PLATELET_CONCENTRATE,2026-06-25,18,True,1.0
12001,27,A-,PLATELET_CONCENTRATE,2026-08-16,15,True,3.04
12002,31,A+,WHOLE_BLOOD,2026-02-17,14,False,1.0
12003,50,B+,FRESH_FROZEN_PLASMA,2025-11-18,24,False,1.0
12004,25,O-,PACKED_RED_BLOOD_CELLS,2026-08-17,16,True,1.0
12005,39,AB+,PLATELET_CONCENTRATE,2026-06-11,21,False,1.0
12006,3,AB+,WHOLE_BLOOD,2025-10-25,16,False,1.0
12007,19,A-,WHOLE_BLOOD,2025-12-03,19,True,1.0
12008,10,A+,PLATELET_CONCENTRATE,2026-09-04,47,True,1.81
12009,40,B-,PACKED_RED_BLOOD_CELLS,2026-07-10,12,False,1.0
12010,16,A+,PLATELET_CONCENTRATE,2026-06-25,30,True,1.0
12011,31,A-,WHOLE_BLOOD,2026-06-28,23,False,1.0
12012,14,A+,FRESH_FROZEN_PLASMA,2025-11-28,5,False,1.0
12013,37,B-,PLATELET_CONCENTRATE,2026-07-23,61,True,2.48
12014,37,AB+,FRESH_FROZEN_PLASMA,2026-02-22,14,True,1.0
12015,46,O-,PACKED_RED_BLOOD_CELLS,2026-08-07,6,False,1.0
12016,43,AB+,PACKED_RED_BLOOD_CELLS,2026-04-06,12,True,1.0
12017,5,AB-,WHOLE_BLOOD,2026-01-25,19,False,1.0
12018,4,O+,WHOLE_BLOOD,2026-01-03,9,False,1.0
12019,43,AB-,PACKED_RED_BLOOD_CELLS,2026-03-27,16,True,1.0
12020,30,O+,PLATELET_CONCENTRATE,2026-05-24,33,True,1.0
12021,2,B+,WHOLE_BLOOD,2026-08-30,25,True,1.0
12022,38,AB-,PLATELET_CONCENTRATE,2025-12-13,16,True,1.0
12023,46,AB-,PLATELET_CONCENTRATE,2026-06-11,9,False,1.0
12024,35,A-,WHOLE_BLOOD,2026-03-02,8,False,1.0
12025,10,A-,PLATELET_CONCENTRATE,2025-12-01,8,True,1.0
12026,43,A+,WHOLE_BLOOD,2026-08-21,16,True,1.0
12027,2,AB+,WHOLE_BLOOD,2025-11-25,21,True,1.0
12028,23,A-,PACKED_RED_BLOOD_CELLS,2025-11-08,8,True,1.0
12029,7,AB-,PLATELET_CONCENTRATE,2025-11-27,9,False,1.0
12030,1,B-,FRESH_FROZEN_PLASMA,2025-09-16,25,False,1.0
12031,25,A-,PLATELET_CONCENTRATE,2026-06-29,25,True,1.0
12032,46,AB-,PLATELET_CONCENTRATE,2026-02-20,18,False,1.0
12033,7,B+,WHOLE_BLOOD,2026-01-12,4,False,1.0
12034,19,A+,FRESH_FROZEN_PLASMA,2025-10-13,32,True,1.0
12035,39,AB+,WHOLE_BLOOD,2026-05-30,18,False,1.0
12036,26,AB+,PLATELET_CONCENTRATE,2026-01-17,22,True,1.0
12037,22,A+,WHOLE_BLOOD,2026-07-16,23,False,1.0
12038,15,B-,PLATELET_CONCENTRATE,2026-05-01,22,False,1.0
12039,47,A+,FRESH_FROZEN_PLASMA,2026-03-31,25,True,1.0
12040,35,AB+,PLATELET_CONCENTRATE,2026-08-04,9,True,2.47
12041,38,B+,FRESH_FROZEN_PLASMA,2026-05-26,6,True,1.0
12042,46,AB-,WHOLE_BLOOD,2026-01-08,24,False,1.0
12043,23,B+,PACKED_RED_BLOOD_CELLS,2026-01-25,20,True,1.0
12044,22,A+,PACKED_RED_BLOOD_CELLS,2026-04-27,12,False,1.0
12045,29,A+,FRESH_FROZEN_PLASMA,2025-12-01,9,True,1.0
12046,27,B-,WHOLE_BLOOD,2025-11-22,6,False,1.0
12047,33,A-,PACKED_RED_BLOOD_CELLS,2025-12-01,10,True,1.0
12048,32,AB+,WHOLE_BLOOD,2026-06-03,20,False,1.0
12049,26,A+,PLATELET_CONCENTRATE,2026-01-23,8,True,1.0
12050,26,O+,PACKED_RED_BLOOD_CELLS,2026-08-04,19,True,1.0
12051,12,O-,WHOLE_BLOOD,2025-11-16,28,True,1.0
12052,2,AB-,PLATELET_CONCENTRATE,2025-09-08,52,True,2.6
12053,48,AB-,PLATELET_CONCENTRATE,2026-01-05,11,True,1.0
12054,37,O-,FRESH_FROZEN_PLASMA,2026-07-07,5,True,1.0
12055,27,O+,PLATELET_CONCENTRATE,2026-06-09,21,False,1.0
12056,40,AB-,FRESH_FROZEN_PLASMA,2026-01-02,4,False,1.0
12057,22,AB-,FRESH_FROZEN_PLASMA,2025-12-12,13,False,1.0
12058,1,O+,WHOLE_BLOOD,2026-03-12,12,False,1.0
12059,28,O+,PLATELET_CONCENTRATE,2025-12-19,6,False,1.0
12060,34,A+,PACKED_RED_BLOOD_CELLS,2026-02-11,12,True,1.0
12061,7,O+,PACKED_RED_BLOOD_CELLS,2025-10-08,8,False,1.0
12062,26,O-,PACKED_RED_BLOOD_CELLS,2026-05-22,22,True,1.0
12063,19,AB+,PACKED_RED_BLOOD_CELLS,2025-10-24,19,True,1.0
12064,12,AB+,PLATELET_CONCENTRATE,2025-11-28,15,True,1.0
12065,19,AB+,PLATELET_CONCENTRATE,2025-12-10,15,True,1.0
12066,1,A+,WHOLE_BLOOD,2026-01-13,11,False,1.0
12067,21,B+,PLATELET_CONCENTRATE,2025-12-29,18,False,1.0
12068,48,A-,PLATELET_CONCENTRATE,2025-09-08,38,True,2.97
12069,50,B+,FRESH_FROZEN_PLASMA,2026-03-21,15,False,1.0
12070,27,O+,PLATELET_CONCENTRATE,2026-05-28,24,False,1.0
12071,12,O-,PLATELET_CONCENTRATE,2025-11-06,12,True,1.0
12072,41,B-,PACKED_RED_BLOOD_CELLS,2025-12-23,21,False,1.0
12073,27,AB+,PACKED_RED_BLOOD_CELLS,2026-01-21,16,False,1.0
12074,49,AB-,PACKED_RED_BLOOD_CELLS,2026-07-10,11,True,1.0
12075,44,AB-,PLATELET_CONCENTRATE,2025-09-09,14,True,1.81
12076,20,AB+,WHOLE_BLOOD,2026-06-06,22,True,1.0
12077,4,B-,FRESH_FROZEN_PLASMA,2026-04-13,7,False,1.0
12078,35,AB+,FRESH_FROZEN_PLASMA,2026-07-10,12,False,1.0
12079,6,A+,PLATELET_CONCENTRATE,2026-07-04,44,True,2.81
12080,16,B+,PACKED_RED_BLOOD_CELLS,2026-08-04,12,True,1.0
12081,1,AB-,WHOLE_BLOOD,2025-12-27,15,False,1.0
12082,44,O+,PLATELET_CONCENTRATE,2025-10-24,66,True,2.57
12083,37,AB+,WHOLE_BLOOD,2025-09-26,22,True,1.0
12084,2,A+,FRESH_FROZEN_PLASMA,2025-12-17,29,True,1.0
12085,25,B+,PLATELET_CONCENTRATE,2025-09-30,28,True,1.8
12086,45,AB-,PACKED_RED_BLOOD_CELLS,2026-07-15,18,True,1.0
12087,41,B+,FRESH_FROZEN_PLASMA,2026-06-30,17,False,1.0
12088,41,A+,WHOLE_BLOOD,2025-11-21,20,False,1.0
12089,12,B+,WHOLE_BLOOD,2026-07-11,4,True,1.0
12090,49,O+,WHOLE_BLOOD,2026-07-11,21,True,1.0
12091,11,A-,PACKED_RED_BLOOD_CELLS,2026-08-05,4,False,1.0
12092,50,AB+,WHOLE_BLOOD,2025-11-19,21,False,1.0
12093,38,B-,WHOLE_BLOOD,2026-05-04,24,True,1.0
12094,15,AB-,WHOLE_BLOOD,2026-06-26,12,False,1.0
12095,13,AB-,FRESH_FROZEN_PLASMA,2026-06-21,16,False,1.0
12096,13,AB-,WHOLE_BLOOD,2025-12-31,25,False,1.0
12097,23,A-,WHOLE_BLOOD,2025-10-04,16,True,1.0
12098,3,A-,WHOLE_BLOOD,2026-03-16,8,False,1.0
12099,44,AB-,PLATELET_CONCENTRATE,2026-07-15,13,True,2.69
12100,36,A-,FRESH_FROZEN_PLASMA,2026-05-15,21,False,1.0
12101,1,AB-,PACKED_RED_BLOOD_CELLS,2026-01-15,4,False,1.0
12102,30,AB+,WHOLE_BLOOD,2025-10-08,20,True,1.0
12103,5,A-,PACKED_RED_BLOOD_CELLS,2026-06-21,12,False,1.0
12104,7,AB-,PLATELET_CONCENTRATE,2026-01-22,23,False,1.0
12105,27,A-,WHOLE_BLOOD,2025-09-13,22,False,1.0
12106,12,A+,PACKED_RED_BLOOD_CELLS,2026-09-04,26,True,1.0
12107,32,O+,PLATELET_CONCENTRATE,2026-06-01,9,False,1.0
12108,47,B-,PLATELET_CONCENTRATE,2026-08-31,43,True,2.29
12109,20,A+,WHOLE_BLOOD,2026-01-22,30,True,1.0
12110,10,B-,FRESH_FROZEN_PLASMA,2026-08-01,22,True,1.0
12111,13,A-,PACKED_RED_BLOOD_CELLS,2026-09-01,17,False,1.0
12112,29,AB+,WHOLE_BLOOD,2026-06-06,16,True,1.0
12113,34,A+,PLATELET_CONCENTRATE,2025-11-24,22,True,1.0
12114,12,O+,PACKED_RED_BLOOD_CELLS,2026-08-17,16,True,1.0
12115,10,B-,WHOLE_BLOOD,2025-12-10,14,True,1.0
12116,5,B+,WHOLE_BLOOD,2026-07-05,25,False,1.0
12117,32,B-,FRESH_FROZEN_PLASMA,2026-03-29,21,False,1.0
12118,21,A+,PACKED_RED_BLOOD_CELLS,2026-05-03,20,False,1.0
12119,45,A-,PACKED_RED_BLOOD_CELLS,2025-09-10,9,True,1.0
12120,45,O+,WHOLE_BLOOD,2026-02-16,30,True,1.0
12121,19,A-,PLATELET_CONCENTRATE,2026-07-05,53,True,2.82
12122,31,O-,PLATELET_CONCENTRATE,2026-06-07,25,False,1.0
12123,11,AB+,WHOLE_BLOOD,2025-10-01,21,False,1.0
12124,47,A-,FRESH_FROZEN_PLASMA,2026-01-19,22,True,1.0
12125,25,A-,PACKED_RED_BLOOD_CELLS,2026-03-23,24,True,1.0
12126,22,A-,PLATELET_CONCENTRATE,2026-07-01,17,True,2.2
12127,1,A-,PACKED_RED_BLOOD_CELLS,2025-11-24,15,False,1.0
12128,20,AB-,PLATELET_CONCENTRATE,2025-11-20,7,True,1.0
12129,44,A-,PACKED_RED_BLOOD_CELLS,2025-11-26,12,True,1.0
12130,46,AB-,FRESH_FROZEN_PLASMA,2025-12-28,20,False,1.0
12131,9,O-,WHOLE_BLOOD,2026-07-09,22,False,1.0
12132,44,A-,PACKED_RED_BLOOD_CELLS,2026-02-27,22,True,1.0
12133,27,O-,PACKED_RED_BLOOD_CELLS,2025-11-24,6,False,1.0
12134,46,B+,PLATELET_CONCENTRATE,2025-11-14,14,False,1.0
12135,44,O+,PLATELET_CONCENTRATE,2025-09-27,60,True,2.65
12136,38,O-,PACKED_RED_BLOOD_CELLS,2025-10-01,29,True,1.0
12137,43,O-,PLATELET_CONCENTRATE,2025-09-17,78,True,2.23
12138,25,B-,PACKED_RED_BLOOD_CELLS,2026-07-24,17,True,1.0
12139,41,B+,WHOLE_BLOOD,2025-11-30,18,False,1.0
12140,13,B+,PLATELET_CONCENTRATE,2026-01-31,7,False,1.0
12141,6,B-,PLATELET_CONCENTRATE,2026-09-04,37,True,1.99
12142,32,B-,PLATELET_CONCENTRATE,2026-07-12,17,True,2.94
12143,21,AB-,WHOLE_BLOOD,2025-10-13,21,False,1.0
12144,31,B+,FRESH_FROZEN_PLASMA,2026-01-08,10,False,1.0
12145,34,O-,PACKED_RED_BLOOD_CELLS,2026-06-22,22,True,1.0
12146,4,AB-,PLATELET_CONCENTRATE,2026-06-18,22,False,1.0
12147,7,O-,PACKED_RED_BLOOD_CELLS,2025-09-21,11,False,1.0
12148,25,A-,PACKED_RED_BLOOD_CELLS,2026-08-16,24,True,1.0
12149,14,AB-,PLATELET_CONCENTRATE,2025-09-25,43,True,3.14
12150,44,O-,FRESH_FROZEN_PLASMA,2025-09-10,23,True,1.0
12151,41,B+,PACKED_RED_BLOOD_CELLS,2025-10-29,5,False,1.0
12152,6,AB-,PLATELET_CONCENTRATE,2026-02-08,14,False,1.0
12153,24,B-,PLATELET_CONCENTRATE,2026-03-11,8,True,1.0
12154,19,O-,FRESH_FROZEN_PLASMA,2026-03-02,35,True,1.0
12155,26,O-,FRESH_FROZEN_PLASMA,2026-08-12,16,True,1.0
12156,5,O+,PLATELET_CONCENTRATE,2026-07-19,14,True,1.86
12157,49,AB-,PACKED_RED_BLOOD_CELLS,2025-09-17,8,True,1.0
12158,20,O-,PACKED_RED_BLOOD_CELLS,2026-02-13,12,True,1.0
12159,41,B+,PLATELET_CONCENTRATE,2026-02-14,19,False,1.0
12160,28,AB+,PACKED_RED_BLOOD_CELLS,2026-04-15,21,False,1.0
12161,1,O+,PACKED_RED_BLOOD_CELLS,2026-07-19,8,False,1.0
12162,34,O-,PLATELET_CONCENTRATE,2026-05-20,14,True,1.0
12163,19,A-,WHOLE_BLOOD,2026-07-16,12,True,1.0
12164,21,B-,PLATELET_CONCENTRATE,2025-11-06,8,False,1.0
12165,30,AB-,PLATELET_CONCENTRATE,2026-05-25,5,True,1.0
12166,44,O+,PLATELET_CONCENTRATE,2026-07-03,25,True,2.79
12167,22,A-,FRESH_FROZEN_PLASMA,2026-03-25,10,False,1.0
12168,49,AB+,FRESH_FROZEN_PLASMA,2026-03-13,12,True,1.0
12169,49,O+,WHOLE_BLOOD,2025-10-01,16,True,1.0
12170,43,A-,FRESH_FROZEN_PLASMA,2026-04-27,9,True,1.0
12171,39,A-,FRESH_FROZEN_PLASMA,2025-09-19,21,False,1.0
12172,44,O-,PACKED_RED_BLOOD_CELLS,2026-04-23,30,True,1.0
12173,27,AB-,PLATELET_CONCENTRATE,2025-09-12,16,True,2.4
12174,30,AB-,FRESH_FROZEN_PLASMA,2026-08-30,4,True,1.0
12175,17,O-,WHOLE_BLOOD,2025-12-23,22,False,1.0
12176,49,O+,PLATELET_CONCENTRATE,2025-10-16,30,True,2.54
12177,12,AB+,FRESH_FROZEN_PLASMA,2026-07-09,17,True,1.0
12178,14,O-,PLATELET_CONCENTRATE,2025-09-11,37,True,2.33
12179,27,O-,PLATELET_CONCENTRATE,2026-02-26,14,False,1.0
12180,46,A-,PLATELET_CONCENTRATE,2026-08-29,17,True,2.92
12181,47,B+,PACKED_RED_BLOOD_CELLS,2025-10-07,5,True,1.0
12182,3,AB+,PACKED_RED_BLOOD_CELLS,2026-01-03,5,False,1.0
12183,21,A-,FRESH_FROZEN_PLASMA,2026-04-10,16,False,1.0
12184,8,A+,FRESH_FROZEN_PLASMA,2026-02-23,21,True,1.0
12185,22,B-,PACKED_RED_BLOOD_CELLS,2026-05-05,20,False,1.0
12186,41,A-,WHOLE_BLOOD,2026-02-12,14,False,1.0
12187,22,B-,PLATELET_CONCENTRATE,2026-01-25,6,False,1.0
12188,46,O-,PACKED_RED_BLOOD_CELLS,2026-02-08,18,False,1.0
12189,39,AB-,PACKED_RED_BLOOD_CELLS,2026-01-16,16,False,1.0
12190,15,A-,PLATELET_CONCENTRATE,2025-10-25,29,True,2.27
12191,37,B-,FRESH_FROZEN_PLASMA,2026-03-08,4,True,1.0
12192,27,AB-,PACKED_RED_BLOOD_CELLS,2025-11-18,12,False,1.0
12193,34,B+,FRESH_FROZEN_PLASMA,2025-12-28,20,True,1.0
12194,25,O+,FRESH_FROZEN_PLASMA,2025-10-05,12,True,1.0
12195,47,O+,FRESH_FROZEN_PLASMA,2026-02-18,26,True,1.0
12196,2,B-,WHOLE_BLOOD,2026-04-02,14,True,1.0
12197,14,A-,WHOLE_BLOOD,2025-09-18,25,False,1.0
12198,49,O-,PLATELET_CONCENTRATE,2025-11-07,32,True,1.0
12199,39,O-,PLATELET_CONCENTRATE,2026-03-09,4,False,1.0
12200,21,O-,PACKED_RED_BLOOD_CELLS,2025-10-01,16,False,1.0
12201,37,B-,FRESH_FROZEN_PLASMA,2025-12-14,11,True,1.0
12202,12,A+,PLATELET_CONCENTRATE,2026-06-13,14,True,1.0
12203,25,A+,WHOLE_BLOOD,2025-09-10,29,True,1.0
12204,10,B+,FRESH_FROZEN_PLASMA,2025-10-02,9,True,1.0
12205,37,AB-,PACKED_RED_BLOOD_CELLS,2026-04-06,15,True,1.0
12206,44,O+,WHOLE_BLOOD,2026-05-03,35,True,1.0
12207,33,B-,FRESH_FROZEN_PLASMA,2025-10-07,20,True,1.0
12208,17,B+,FRESH_FROZEN_PLASMA,2026-06-07,12,False,1.0
12209,30,B-,FRESH_FROZEN_PLASMA,2025-10-21,21,True,1.0
12210,13,B+,PACKED_RED_BLOOD_CELLS,2025-09-08,19,False,1.0
12211,33,A+,WHOLE_BLOOD,2026-02-10,14,True,1.0
12212,48,O-,PACKED_RED_BLOOD_CELLS,2025-12-23,16,True,1.0
12213,14,B+,WHOLE_BLOOD,2026-03-07,7,False,1.0
12214,24,B+,FRESH_FROZEN_PLASMA,2025-11-14,9,True,1.0
12215,9,B+,PACKED_RED_BLOOD_CELLS,2026-01-07,14,False,1.0
12216,7,B+,FRESH_FROZEN_PLASMA,2025-09-09,6,False,1.0
12217,24,AB+,PACKED_RED_BLOOD_CELLS,2026-02-05,13,True,1.0
12218,28,O+,PLATELET_CONCENTRATE,2026-04-21,11,False,1.0
